user_name,user_description,user_link,location,investments,followers
Genesis AR,A new era of trading card gaming,https://angel.co/genesis-ar,Gold Coast,Feb ’16,6
Fivewise,Manufacturing Intelligence,https://angel.co/fivewise,Brisbane,Jan ’14,4
Clipchamp,Fast and easy video sharing & collecting for B2C and B2B,https://angel.co/clipchamp,Brisbane,Dec ’14,5
Shop My Town,Like Yellow Pages on Steroids,https://angel.co/shop-my-town,Brisbane,Mar ’16,4
Audacious Digital,Track your stuff,https://angel.co/audacious-digital,Toowoomba,May ’16,4
BikeRoar,Tripadvisor for Bikes,https://angel.co/bikeroar,Brisbane,Feb ’13,14
Youbiquiti,Smartphone Alert Currator & Productivity App,https://angel.co/youbiquiti,Brisbane,Sep ’14,6
Snipe for eBay,Simply Tinder for eBay,https://angel.co/snipe-for-ebay,Brisbane,Jan ’16,1
UniQuestions,"Building a Global University Network, through Knowledge",https://angel.co/uniquestions,Brisbane,Jun ’12,11
BizForms,Electronic Mobile forms & Workflow Management,https://angel.co/bizforms,Brisbane,May ’14,8
Kitovu,Task management for client work,https://angel.co/kitovu,Brisbane,Dec ’13,7
Zissou Aquarium Automation,The helper for your aquarium,https://angel.co/zissou-aquarium-automation,Roma,May ’15,3
OverseasDoc,Career Program for International Medical Graduates (Doctors),https://angel.co/overseasdoc,Vila Velha,Aug ’15,4
KinderCloud,Online Allied Health for Kids,https://angel.co/kindercloud-1,Brisbane,Mar ’15,3
Yojay Chillin,International Artist Recognition (Music),https://angel.co/yojay-chillin,Brisbane,Mar ’14,3
ResApp Health,Digital healthcare for respiratory disease.,https://angel.co/resapp-health,Brisbane,Jun ’15,4
GetScheduled.co,Beautiful appointment software,https://angel.co/getscheduled-co,Brisbane,May ’15,4
Freewill,Provides an alternative to bartering and encourages abundance,https://angel.co/freewill,Gold Coast,Apr ’13,1
Earth Wind & Sun s.r.l.,"innovative,hi-tech,cheap and powerful,power quality assessment,Energy Saving,IoT",https://angel.co/earth-wind-sun-s-r-l-1,Gaeta,Dec ’15,6
Journeum,Lonely Planet killer - downloadable travel guides,https://angel.co/journeum,Brisbane,Feb ’12,4
N-Vision Australia,,https://angel.co/n-vision-australia,Brisbane,Oct ’13,2
bowerbirdcuriositiesunlimited,franchised themed social media/ virtual worlds,https://angel.co/bowerbirdcuriositiesunlimited,Brisbane,Mar ’13,5
idroplan,irrigation made smarter,https://angel.co/idroplan,Roma,May ’15,6
The IT Bunch,Your IT Swiss Army Knife,https://angel.co/the-it-bunch,Brisbane,Mar ’12,3
HungryHero,Customers on demand,https://angel.co/hungryhero,Brisbane,Apr ’13,13
Umi,Connecting you to your soulmate,https://angel.co/umi,Brisbane,Apr ’15,2
Vibesonic,Innovating Health,https://angel.co/vibesonic,Brisbane,Dec ’15,1
bowerbirdcuriositiesunlimited,A cyberverse-all embracing webnetwork of virtualenterprise,https://angel.co/bowerbirdcuriositiesunlimited-1,Brisbane,Apr ’13,4
1Enrol,Enrolment platform for International students industry,https://angel.co/1enrol,Brisbane,Aug ’15,4
Lex&Go,Affordable Legal Services for Everybody,https://angel.co/lex-go,Roma,May ’15,2
ClzBy,'Amazon' of Local Services,https://angel.co/clzby,Brisbane,Aug ’14,11
Maid2Match,Homejoy located in Brisbane,https://angel.co/maid2match,Brisbane,Apr ’15,2
Maid2Match,Homejoy located in Brisbane,https://angel.co/maid2match-1,Brisbane,Apr ’15,1
Revo Deck Pty,decking and fence material supply through eCommerce channel.,https://angel.co/revo-deck-pty,Brisbane,Oct ’14,4
PhotoStory,High Definition & More Beautiful Photo Books for Asia,https://angel.co/photostory-1,Gold Coast,Sep ’15,2
Handle My Complaint,"Professional complainers making complaints quick, easy & painless.",https://angel.co/handle-my-complaint,Brisbane,Mar ’12,5
Happen,do life better.,https://angel.co/happen-1,Brisbane,Sep ’15,5
Parda,Innovative Software & App Development Company,https://angel.co/parda,Brisbane,Sep ’15,1
LifeOS,Operating System for your Life,https://angel.co/lifeos,Gold Coast,Mar ’16,2
Everwealth,Personal finances. Made simple.,https://angel.co/everwealth,Brisbane,Jul ’16,2
Didgigo,B2B Digital Content and Promotion Management,https://angel.co/didgigo,Cairns,Apr ’13,2
Cloubum,"We keep your photos and videos safe, so you don't have to worry.",https://angel.co/cloubum,Gold Coast,Jan ’13,4
Whish Contractors,Invest in the Construction Industry,https://angel.co/whish-contractors,Brisbane,Jan ’16,1
PRO biZ&U,Revolutionaries the way we do business through ideas and innovation.,https://angel.co/pro-biz-u,Brisbane,May ’16,1
Seditious Technologies,Numerical analysis for the open web,https://angel.co/seditious-technologies,Brisbane,Feb ’12,5
Skedulo,Enterprise Workforce Scheduling & Mobility,https://angel.co/skedulo,Brisbane,Jun ’14,5
The Property Pool,Web Based Property Management,https://angel.co/the-property-pool,Gold Coast,May ’15,2
Process PA,Your association or board managed in the cloud,https://angel.co/process-pa,Brisbane,Feb ’16,4
Shopalink,Image connecting people needs,https://angel.co/shopalink-1,Brisbane,Feb ’13,5
Trevor,1-Click Apply for Any Job on the Web,https://angel.co/trytrevorstartup,Brisbane,Apr ’15,3
Kasimir,filmmaker,https://angel.co/kasimir,Townsville City,May ’15,1
The Lettuce Store,The novelty gift store chain yet to be born,https://angel.co/the-lettuce-store,Brisbane,Nov ’15,1
Art Market Space,A Revolutionary Art Market Platform,https://angel.co/art-market-space,Brisbane,Aug ’15,3
Where2Tonight,"Drink, food and entertainment deal finder",https://angel.co/where2tonight,Brisbane,Nov ’13,3
Marc Adamson,Silent Investor required for a 50% company and profit share,https://angel.co/marc-adamson-1,Brisbane,Jul ’15,1
0,0,https://angel.co/jumble-2,Brisbane,Aug ’15,4
Dynamic Conversations,Entertaining on-line learning for Small Business,https://angel.co/dynamic-conversations,Cairns,Jun ’15,2
FitFlirter,Dating for sports and fitness enthusiasts,https://angel.co/fitflirter,Brisbane,Feb ’15,3
BattleFit,Challenge based mobile fitness app,https://angel.co/battlefit,Gold Coast,Sep ’14,2
Zeno,Internet for Gamers,https://angel.co/zeno-2,Brisbane,Oct ’14,4
Kerby Australia,"Give Away, Donate and Swap your unwanted goods",https://angel.co/kerby-australia,Brisbane,May ’14,4
Skyumbel,Virtual Memorial Park,https://angel.co/skyumbel-pty,Gold Coast,Feb ’16,1
22 Laps,Bicycle Marketplace,https://angel.co/22laps,Brisbane,May ’15,1
Metaset,Crowdsource video for content curators.,https://angel.co/metaset,Brisbane,Apr ’14,4
GSL Innovations Pty,Convenient Home Access,https://angel.co/gsl-innovations-pty,Brisbane,Jul ’14,5
uMetta,"Global crowd-source resources, time,  funds and support.",https://angel.co/umetta,Brisbane,Oct ’15,1
SportUPs,Tinder for team sports,https://angel.co/sportups,Brisbane,Feb ’16,1
Coves,Netflix for the lives of digital influencers,https://angel.co/coves,Brisbane,Mar ’16,3
Cookoo,The Ultimate Foodie's Photosharing Service,https://angel.co/cookoo,Brisbane,May ’13,4
Horoscorpio,Self Astrology based online networking portal,https://angel.co/horoscorpio,Gold Coast,Sep ’12,10
AroundAbout,"Tinder for food, drinks and activities.",https://angel.co/aroundabout,Brisbane,Mar ’16,2
Grab a Feed,Restaurant Menu Listing,https://angel.co/grab-a-feed,Brisbane,Sep ’15,1
Snippet Repo,Members-only code repository,https://angel.co/snippet-repo,Brisbane,Feb ’14,3
RampUp,Mythbusters for Small Business,https://angel.co/rampup,Brisbane,Sep ’13,3
Outbound,Social network for travelers,https://angel.co/outbound-4,Brisbane,Jul ’15,3
Mad Lane Productions,Australian Sci-Fi Series,https://angel.co/mad-lane-productions,Brisbane,Jun ’16,1
GymTube,Videos for Gym (YouTube),https://angel.co/gymtube,Brisbane,Jan ’13,4
M4 Office Technology,Trip Advisor For Activities/Events,https://angel.co/m4-office-technology,Brisbane,Jul ’16,1
Gurgle Creative Juices Pty,"Organic, healthy, freshly made juices and smoothies.",https://angel.co/gurgle-creative-juices-pty,Brisbane,Oct ’13,2
Education Curb,Gamification of Education,https://angel.co/education-curb,Brisbane,May ’15,5
Digi.training,Online courses by digital experts,https://angel.co/digi-training,Brisbane,Feb ’15,3
IEinfotech,Ezy Cards payment,https://angel.co/ieinfotech,Brisbane,Sep ’15,1
Brand Toolbox,Dropbox for Brand & Marketing Teams,https://angel.co/brand-toolbox-synrg,Melbourne,Dec ’15,2
adadactyl,SiteScout for Remnant Radio Advertising Slots,https://angel.co/adadactyl,Townsville City,Sep ’14,2
Time Clock Mobile,Employee Time Tracking,https://angel.co/time-clock-mobile,Gold Coast,Mar ’15,3
EatCool,Smartphone ordering,https://angel.co/eatcool,Brisbane,Nov ’15,2
BuxChange,Exchange file everywhere without smartphone and internet connection,https://angel.co/buxchange,Roma,Nov ’15,2
Life Anchored,Short term missions on cruise ships,https://angel.co/lifeanchored,Gold Coast,May ’13,6
Bunchy,"Bunchy, meetup for cyclists, only better.",https://angel.co/bunchy,Townsville City,Feb ’16,1
MindHive,Better policy through crowdsourced ideas,https://angel.co/mindhive,Brisbane,Apr ’15,4
Oxygen Labs,High Growth Coworking Space,https://angel.co/oxygen-labs,Brisbane,Feb ’15,1
Micron Property,Australian Wholesale Property and development,https://angel.co/micron-property,Brisbane,May ’14,7
Spotlight Reporting,Putting the power of business intelligence at your fingers,https://angel.co/spotlight-reporting-3,Brisbane,Mar ’16,1
Components Only,The easiest way to buy and sell heavy equipment components,https://angel.co/components-only,Brisbane,Dec ’14,1
ECDL POWER,e-learning platform - computer skills - online essential - word processing - spreadsheets,https://angel.co/ecdl-power,Roma,May ’14,4
Penny Snap,New Innovative Online Trading Platform With Guaranteed Profits!!!,https://angel.co/penny-snap,Brisbane,Jan ’16,1
Cashies,Uber for tradies,https://angel.co/cashies,Brisbane,Sep ’15,2
Systina,Business Management System,https://angel.co/systina,Brisbane,Aug ’15,1
ICan robotics,Robots for personal health care,https://angel.co/ican-robotics,Roma,Sep ’15,3
Octeeon,eBay in reverse,https://angel.co/octeeon-1,Brisbane,Sep ’14,1
CorporateRealEstate.com,Connect with Sale and Lease Opportunities,https://angel.co/corporaterealestate-com,Brisbane,Sep ’14,3
EatCheat,Order any recipe. All ingredients delivered. By drone,https://angel.co/eatcheat,Brisbane,Oct ’14,4
Dasha Face Detector,Real Time Human Face Tracking,https://angel.co/dasha-face-detector,Roma,Oct ’15,5
Buzvil,Fitness classes on demand,https://angel.co/buzvil,Brisbane,Dec ’15,2
Dog & Bone Holdings,Superior smart phone cases (Otterbox and Speck),https://angel.co/dog-bone-holdings,Brisbane,Aug ’14,2
David Clark Group P/L,Renewable Energy - not wind or sun,https://angel.co/david-clark-group-p-l,Brisbane,Oct ’13,1
CommercePipe,Australian B2B lead generation and risk management SaaS,https://angel.co/commercepipe,Brisbane,Nov ’15,7
Wofle,Anonymous chat and picture sharing app based on locality,https://angel.co/wofle,Brisbane,Sep ’15,1
KoLab Remote Studios  / Kontrol Booth,Cloud based musician collaboration,https://angel.co/kolab-remote-studios-kontrol-booth,Gold Coast,Aug ’15,3
